Code,plan_clustername,ClusterDC,SC_ETADockdate,Sc_actualdockdate,Deploy_ETARTODate,Deploy_ActualRTODate,Buildout_ETAWaboHandoffDate,Buildout_ActualWaboHandoffDate,Buildout_ETALiveDate,Buildout_ActualLiveDate
2153570,BYAPrdApp06,BYA,NULL,00:00.0,00:00.0,41:04.6,41:04.6,00:00.0,00:00.0,00:00.0
2153576,AMS06PrdApp13,AMS,00:00.0,00:00.0,00:00.0,59:10.6,00:00.0,42:00.7,00:00.0,00:00.0
2153582,CHAPrdApp03,CHA,NULL,00:00.0,00:00.0,32:40.8,32:40.8,00:00.0,00:00.0,00:00.0
2153589,LN1PrdApp01,LN1,NULL,00:00.0,00:00.0,51:46.2,51:46.2,00:00.0,00:00.0,00:00.0
2153599,MWH01PrdApp05,MWH,NULL,00:00.0,00:00.0,45:17.6,45:17.6,00:00.0,00:00.0,00:00.0
2153603,SN4PrdApp16,SN4,NULL,00:00.0,00:00.0,12:27.9,12:27.9,00:00.0,00:00.0,00:00.0
2153604,DZ5PrdApp09-02,DZ5,00:00.0,00:00.0,00:00.0,40:39.3,40:39.3,43:12.8,43:12.8,00:00.0
2153605,BL7PrdApp14,BL7,00:00.0,00:00.0,00:00.0,44:00.6,44:00.6,NULL,44:00.6,NULL
2150094,MM1PrdApp01,MM1,NULL,00:00.0,00:00.0,14:15.2,14:15.2,00:00.0,00:00.0,00:00.0
2150123,BYAPrdApp26,BYA,00:00.0,00:00.0,00:00.0,53:57.4,53:57.4,00:00.0,00:00.0,00:00.0
2150124,YQ1PrdApp04,YQ1,NULL,00:00.0,00:00.0,44:44.3,44:44.3,00:00.0,00:00.0,00:00.0
2150125,AM5PrdApp30,AM5,NULL,00:00.0,00:00.0,52:52.5,52:52.5,00:00.0,00:00.0,00:00.0
2150126,BL7PrdApp07,BL7,00:00.0,00:00.0,00:00.0,04:19.9,04:19.9,NULL,00:00.0,NULL
2150127,AM5PrdApp33,AM5,NULL,00:00.0,00:00.0,53:39.9,53:39.9,00:00.0,00:00.0,00:00.0
2150128,AM5PrdApp32,AM5,NULL,00:00.0,00:00.0,04:12.9,04:12.9,00:00.0,00:00.0,00:00.0
2150130,DZ5PrdApp10-01,DZ5,00:00.0,00:00.0,00:00.0,40:46.9,00:00.0,41:18.3,00:00.0,00:00.0
2150131,BN1AzFApp09,BN1,00:00.0,00:00.0,00:00.0,28:48.9,00:00.0,00:00.0,00:00.0,00:00.0
2150132,CHAPrdApp04-03,CHA,00:00.0,00:00.0,00:00.0,19:47.4,19:47.4,24:58.1,24:58.1,00:00.0
2150290,MWH01PrdApp04,MWH,NULL,00:00.0,00:00.0,58:35.2,58:35.2,00:00.0,00:00.0,00:00.0
2150336,BL5PrdApp34,BL5,NULL,00:00.0,00:00.0,41:27.5,41:27.5,00:00.0,00:00.0,00:00.0
2150337,DZ5PrdApp01,DZ5,NULL,00:00.0,00:00.0,58:53.7,58:53.7,00:00.0,00:00.0,00:00.0
2150338,BL5PrdApp35,BL5,NULL,00:00.0,00:00.0,44:02.7,44:02.7,00:00.0,00:00.0,00:00.0
2150344,BL3PrdApp14,BL3,NULL,00:00.0,00:00.0,12:17.7,12:17.7,00:00.0,00:00.0,00:00.0
2150495,DZ5PrdApp09-04,DZ5,00:00.0,00:00.0,00:00.0,56:16.5,56:16.5,57:17.4,57:17.4,00:00.0
2150515,SY3PrdApp14,SY3,NULL,00:00.0,00:00.0,34:55.7,34:55.7,00:00.0,00:00.0,00:00.0
2136763,MM1PrdApp02,MM1,00:00.0,00:00.0,00:00.0,42:35.6,42:35.6,39:36.0,39:36.0,00:00.0
2136764,SY3PrdApp11,SY3,NULL,00:00.0,00:00.0,28:17.9,28:17.9,00:00.0,00:00.0,00:00.0
2136765,ML1PrdApp08,ML1,NULL,00:00.0,00:00.0,59:53.8,59:53.8,00:00.0,00:00.0,00:00.0
2136766,DD3AzFApp01,DD3,NULL,00:00.0,00:00.0,36:25.4,36:25.4,00:00.0,00:00.0,00:00.0
2136767,BJBPrdApp12,BJB,NULL,00:00.0,00:00.0,00:33.4,00:33.4,00:00.0,00:00.0,00:00.0
2136768,YT1PrdApp03,YT1,NULL,00:00.0,00:00.0,25:36.9,25:36.9,00:00.0,00:00.0,00:00.0
2136769,BD3AzFApp01,BD3,NULL,00:00.0,00:00.0,21:07.1,21:07.1,01:00.0,01:00.0,00:00.0
2136770,SN4PrdApp06,SN4,NULL,00:00.0,00:00.0,09:04.2,09:04.2,00:00.0,00:00.0,00:00.0
2136771,SG2PrdApp17,SG2,NULL,00:00.0,00:00.0,23:09.4,23:09.4,00:00.0,00:00.0,00:00.0
2136772,AM5PrdApp23,AM5,NULL,00:00.0,00:00.0,10:39.5,10:39.5,00:00.0,00:00.0,00:00.0
2136773,CH1PrdApp13,CH1,00:00.0,00:00.0,00:00.0,47:48.8,47:48.8,00:00.0,00:00.0,00:00.0
2136774,AM5PrdApp45,AM5,NULL,00:00.0,00:00.0,46:05.6,46:05.6,00:00.0,00:00.0,00:00.0
2136775,BN4PrdApp15,BN4,NULL,00:00.0,00:00.0,25:15.8,25:15.8,00:00.0,00:00.0,00:00.0
2136776,SG2PrdApp32-02,SG2,NULL,00:00.0,00:00.0,42:00.8,42:00.8,11:55.9,11:55.9,00:00.0
2136812,BY4PrdApp51,BY4,NULL,00:00.0,00:00.0,29:54.4,29:54.4,00:00.0,00:00.0,00:00.0
2136869,CQ2PrdApp01,CQ2,NULL,00:00.0,00:00.0,07:56.2,07:56.2,00:00.0,00:00.0,00:00.0
2183106,BL6PrdApp08,BL6,NULL,00:00.0,00:00.0,13:16.5,13:16.5,00:00.0,00:00.0,00:00.0
2183146,DB3PrdApp16,DB3,00:00.0,00:00.0,00:00.0,19:09.8,00:00.0,51:53.6,00:00.0,00:00.0
2183201,ML1PrdApp09-02,ML1,00:00.0,00:00.0,00:00.0,54:08.6,54:08.6,12:02.8,12:02.8,00:00.0
2183612,PN1PrdApp05-03,PN1,00:00.0,00:00.0,00:00.0,11:18.1,11:18.1,41:28.2,41:28.2,00:00.0
2137593,CH1PrdApp09,CH1,NULL,00:00.0,00:00.0,41:37.0,41:37.0,00:00.0,00:00.0,00:00.0
2137595,PN1PrdApp05,PN1,NULL,00:00.0,00:00.0,20:59.8,20:59.8,00:00.0,00:00.0,00:00.0
2151496,DM5PrdApp17,DM5,00:00.0,00:00.0,00:00.0,29:06.7,29:06.7,40:53.0,40:53.0,00:00.0
2151499,DM5PrdApp16,DM5,00:00.0,00:00.0,00:00.0,13:52.2,13:52.2,41:58.8,41:58.8,00:00.0
2151579,HKNPrdApp03-02,HKN,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2151609,TY1PrdApp11,TY1,NULL,00:00.0,00:00.0,08:06.1,08:06.1,00:00.0,00:00.0,00:00.0
2151610,TY1PrdApp13,TY1,NULL,00:00.0,00:00.0,43:40.0,43:40.0,00:00.0,00:00.0,00:00.0
2151654,DZ5PrdApp04-02,DZ5,NULL,00:00.0,00:00.0,37:48.8,37:48.8,00:00.0,00:00.0,00:00.0
2184691,AM5PrdApp40,AM5,NULL,00:00.0,00:00.0,16:08.6,16:08.6,00:00.0,00:00.0,00:00.0
2260143,LN1PrdApp14-01,LN1,00:00.0,00:00.0,00:00.0,21:22.0,00:00.0,36:13.2,00:00.0,00:00.0
2260144,SIN20PrdApp03-01,SIN,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2205136,DB3PrdApp18-01,DB3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2205164,SN6PrdApp03-01,SN6,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2300542,TY1PrdApp01-03,TY1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206546,MWH01PrdApp14-02,MWH,00:00.0,00:00.0,00:00.0,24:49.4,24:49.4,11:38.8,11:38.8,00:00.0
2206549,MWH01PrdApp17,MWH,00:00.0,00:00.0,00:00.0,25:12.1,00:00.0,26:50.4,00:00.0,00:00.0
2206567,CBZ07PrdApp01-01,CBZ,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132506,BY4PrdApp23,BY4,NULL,00:00.0,00:00.0,36:08.0,36:08.0,12:00.0,12:00.0,00:00.0
2132511,BY4PrdApp44,BY4,NULL,00:00.0,00:00.0,58:50.1,58:50.1,00:00.0,00:00.0,00:00.0
2132512,DB3PrdApp01,DB3,NULL,00:00.0,00:00.0,27:35.9,27:35.9,00:00.0,00:00.0,00:00.0
2132514,SG2PrdApp20,SG2,NULL,00:00.0,00:00.0,12:41.5,12:41.5,16:00.0,16:00.0,00:00.0
2132515,AM5PrdApp08,AM5,NULL,00:00.0,00:00.0,50:19.4,50:19.4,00:00.0,00:00.0,00:00.0
2132516,BZ6PrdApp01,BZ6,NULL,00:00.0,00:00.0,52:08.0,52:08.0,00:00.0,00:00.0,00:00.0
2132553,DM3PrdApp21,DM3,NULL,00:00.0,00:00.0,18:55.5,18:55.5,00:00.0,00:00.0,00:00.0
2132554,DB6PrdApp04,DB6,NULL,00:00.0,00:00.0,42:44.5,42:44.5,00:00.0,00:00.0,00:00.0
2132555,BL5PrdApp17,BL5,NULL,00:00.0,00:00.0,39:38.1,39:38.1,18:00.0,18:00.0,00:00.0
2132560,BN4PrdApp14,BN4,NULL,00:00.0,00:00.0,42:33.4,42:33.4,00:00.0,00:00.0,00:00.0
2132561,SG2PrdApp11,SG2,NULL,00:00.0,00:00.0,15:28.9,15:28.9,00:00.0,00:00.0,00:00.0
2132562,AM5PrdApp06,AM5,NULL,00:00.0,00:00.0,57:03.8,57:03.8,25:00.0,25:00.0,00:00.0
2149136,DM5PrdApp08,DM5,NULL,00:00.0,00:00.0,55:10.7,55:10.7,00:00.0,00:00.0,00:00.0
2149144,DB6PrdApp18,DB6,NULL,00:00.0,00:00.0,16:37.5,16:37.5,00:00.0,00:00.0,00:00.0
2305846,DB3PrdApp19-01,DB3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2305856,MEL20PrdApp04,MEL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2305857,PN1PrdApp08,PN1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2305858,BLAPrdApp13,BLA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2305920,BZ6TstApp01-01,BZ6,NULL,00:00.0,00:00.0,NULL,27:44.9,00:00.0,NULL,NULL
2296111,TYO22PrdApp01-01,TYO,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2149767,CY4PrdApp02-01,CY4,NULL,00:00.0,00:00.0,12:55.5,12:55.5,00:00.0,00:00.0,00:00.0
2149768,MWH01PrdApp10-02,MWH,00:00.0,00:00.0,00:00.0,53:46.3,53:46.3,52:07.5,52:07.5,00:00.0
2135434,BL7PrdApp04,BL7,00:00.0,00:00.0,00:00.0,44:36.2,44:36.2,NULL,00:00.0,NULL
2135435,SY3PrdApp12,SY3,NULL,00:00.0,00:00.0,16:45.3,16:45.3,00:00.0,00:00.0,00:00.0
2135437,FR1PrdApp06,FR1,NULL,00:00.0,00:00.0,18:51.3,18:51.3,00:00.0,00:00.0,00:00.0
2256988,AMS06PrdApp01-05,AMS,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2137000,DZ5PrdApp05,DZ5,NULL,00:00.0,00:00.0,28:19.9,28:19.9,00:00.0,00:00.0,00:00.0
2137054,BZ6PrdApp05,BZ6,NULL,00:00.0,00:00.0,25:23.7,25:23.7,00:00.0,00:00.0,00:00.0
2183919,HKNPrdApp06-02,HKN,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2183920,ML1PrdApp09-01,ML1,00:00.0,00:00.0,00:00.0,07:07.0,07:07.0,17:03.1,17:03.1,00:00.0
2183921,FR1PrdApp09,FR1,00:00.0,00:00.0,00:00.0,22:27.3,22:27.3,00:00.0,00:00.0,00:00.0
2202270,SYD23PrdApp01-01,SYD,00:00.0,00:00.0,00:00.0,07:52.4,00:00.0,24:08.7,00:00.0,00:00.0
2184767,SN5AzFApp01,SN5,NULL,00:00.0,00:00.0,07:52.8,07:52.8,00:00.0,00:00.0,00:00.0
2184769,BYCPrdApp12,BYC,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2184773,BL2PrdApp02,BL2,NULL,00:00.0,00:00.0,50:26.8,50:26.8,00:00.0,00:00.0,00:00.0
2184779,DB3PrdApp12,DB3,00:00.0,00:00.0,00:00.0,29:16.4,00:00.0,51:04.7,00:00.0,00:00.0
2184788,MWH01PrdApp02-02,MWH,NULL,00:00.0,00:00.0,30:29.1,30:29.1,00:00.0,00:00.0,00:00.0
2184789,AM5PrdApp41,AM5,NULL,00:00.0,00:00.0,27:17.7,27:17.7,00:00.0,00:00.0,00:00.0
2184790,DZ5PrdApp04-01,DZ5,NULL,00:00.0,00:00.0,22:44.8,22:44.8,00:00.0,00:00.0,00:00.0
2184791,BL7PrdApp18,BL7,00:00.0,00:00.0,00:00.0,07:11.4,07:11.4,NULL,00:00.0,NULL
2184797,DB3PrdApp17,DB3,00:00.0,00:00.0,00:00.0,48:20.9,00:00.0,16:01.9,00:00.0,00:00.0
2184799,BYAPrdApp19,BYA,00:00.0,00:00.0,00:00.0,11:47.7,11:47.7,40:57.2,40:57.2,00:00.0
2184801,BN6PrdApp17,BN6,NULL,00:00.0,00:00.0,10:26.6,10:26.6,00:00.0,00:00.0,00:00.0
2184802,DUB20PrdApp01,DUB,00:00.0,00:00.0,00:00.0,16:30.3,16:30.3,05:28.7,05:28.7,00:00.0
2184805,FR1PrdApp07,FR1,NULL,00:00.0,00:00.0,16:07.8,16:07.8,00:00.0,00:00.0,00:00.0
2184808,BN6PrdApp18,BN6,NULL,00:00.0,00:00.0,20:36.5,20:36.5,00:00.0,00:00.0,00:00.0
2184810,SN4PrdApp19-01,SN4,00:00.0,00:00.0,00:00.0,43:36.8,43:36.8,53:07.7,53:07.7,00:00.0
2184811,YT1PrdApp06,YT1,NULL,00:00.0,00:00.0,48:23.9,48:23.9,00:00.0,00:00.0,00:00.0
2300098,BJS20PrdApp02,BJS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2300111,BY3PrdApp03-02,BY3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2205495,DZ6PrdApp02-01,DZ6,00:00.0,00:00.0,00:00.0,14:23.2,14:23.2,47:06.9,47:06.9,NULL
2205497,CHI21PrdApp01-01,CHI,00:00.0,00:00.0,00:00.0,49:23.8,00:00.0,NULL,00:00.0,NULL
2264082,BZ7PrdApp01-05,BZ7,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2264083,BY2PrdApp03-02,BY2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2301159,AM3PrdApp12-02,AM3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2153858,AMS20PrdApp06,AMS,00:00.0,00:00.0,00:00.0,12:03.1,00:00.0,07:06.4,00:00.0,00:00.0
2153372,CY4PrdApp10-01,CY4,00:00.0,00:00.0,00:00.0,47:57.6,00:00.0,21:52.3,00:00.0,00:00.0
2153374,BL7PrdApp01,BL7,00:00.0,00:00.0,00:00.0,27:21.9,00:00.0,59:10.5,00:00.0,00:00.0
2153375,AM5PrdApp47,AM5,NULL,00:00.0,00:00.0,37:43.5,37:43.5,00:00.0,00:00.0,00:00.0
2153381,BYCPrdApp01,BYC,00:00.0,00:00.0,00:00.0,49:34.1,48:36.0,16:07.3,00:00.0,00:00.0
2153387,PHX20AzFApp02,PHX,NULL,00:00.0,00:00.0,27:30.5,27:30.5,00:00.0,00:00.0,00:00.0
2153396,BM1PrdApp06-02,BM1,00:00.0,00:00.0,00:00.0,03:03.1,00:00.0,06:48.0,00:00.0,00:00.0
2153399,PAR22PrdApp01-01,PAR,00:00.0,00:00.0,00:00.0,59:43.9,59:43.9,NULL,59:43.9,NULL
2153412,BZ6PrdApp16,BZ6,00:00.0,00:00.0,00:00.0,08:52.5,08:52.5,01:30.0,01:30.0,NULL
2153415,CHAPrdApp06,CHA,NULL,00:00.0,00:00.0,27:00.9,27:00.9,03:05.7,03:05.7,00:00.0
2153425,LO1PrdApp02,LO1,NULL,00:00.0,00:00.0,39:37.9,39:37.9,34:53.8,34:53.8,00:00.0
2153427,BYAPrdApp24,BYA,00:00.0,00:00.0,00:00.0,22:21.2,22:21.2,57:08.4,57:08.4,00:00.0
2153428,BYAPrdApp05-02,BYA,NULL,00:00.0,00:00.0,01:18.8,01:18.8,00:00.0,00:00.0,00:00.0
2153437,BYAPrdApp17-01,BYA,00:00.0,00:00.0,00:00.0,02:41.8,02:41.8,44:32.1,44:32.1,00:00.0
2153438,AM5PrdApp42,AM5,NULL,00:00.0,00:00.0,32:23.4,32:23.4,00:00.0,00:00.0,00:00.0
2153456,BL7PrdApp16,BL7,00:00.0,00:00.0,00:00.0,43:30.5,43:30.5,NULL,00:00.0,NULL
2153460,ML1PrdApp07,ML1,NULL,00:00.0,00:00.0,31:02.7,31:02.7,00:00.0,00:00.0,00:00.0
2153462,PS1PrdApp02,PS1,NULL,00:00.0,00:00.0,05:45.2,05:45.2,00:00.0,00:00.0,00:00.0
2153463,BL7PrdApp03,BL7,00:00.0,00:00.0,00:00.0,57:51.8,57:51.8,NULL,00:00.0,NULL
2153466,SE1PrdApp01,SE1,NULL,00:00.0,00:00.0,12:09.0,12:09.0,00:00.0,00:00.0,00:00.0
2153467,BL7PrdApp02,BL7,00:00.0,00:00.0,00:00.0,32:13.0,32:13.0,NULL,00:00.0,NULL
2153468,BZ6PrdApp14,BZ6,00:00.0,00:00.0,00:00.0,44:55.5,44:55.5,27:00.8,27:00.8,00:00.0
2153475,BLUPrdApp05,BLU,NULL,00:00.0,00:00.0,39:31.3,39:31.3,22:59.3,22:59.3,00:00.0
2153476,BL6PrdApp12-02,BL6,NULL,00:00.0,00:00.0,25:16.4,25:16.4,00:00.0,00:00.0,00:00.0
2263474,HKNPrdApp08-02,HKN,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2205610,SN2PrdApp15-05,SN2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2205641,AMS20PrdApp10-02,AMS,00:00.0,00:00.0,00:00.0,14:41.4,00:00.0,06:13.1,00:00.0,00:00.0
2205657,CO2PrdApp02-01,CO2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2205660,MWH02PrdApp01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206020,SYD23PrdApp01-04,SYD,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2300705,GRN01PrdApp02-01,GRN,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206342,BZ6PrdApp19-01,BZ6,00:00.0,00:00.0,00:00.0,42:13.2,42:13.2,01:29.0,01:29.0,00:00.0
2206344,BJS20PrdApp01,BJS,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206443,SG2PrdApp39-01,SG2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206444,SE1PrdApp01-05,SE1,00:00.0,00:00.0,00:00.0,46:26.8,46:26.8,06:57.6,06:57.6,00:00.0
2206480,MRS20PrdApp02-01,MRS,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206488,MEL20PrdApp01-02,MEL,00:00.0,00:00.0,00:00.0,27:44.6,00:00.0,NULL,00:00.0,NULL
2206489,MWH01PrdApp10-05,MWH,00:00.0,00:00.0,00:00.0,21:27.4,21:27.4,29:58.0,29:58.0,00:00.0
2206491,LN1PrdApp03-05,LN1,00:00.0,00:00.0,00:00.0,50:02.3,50:02.3,48:20.2,48:20.2,00:00.0
2301292,SH3PrdApp09-02,SH3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2301319,AM3PrdApp13-02,AM3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2188426,FR1PrdApp01-02,FR1,NULL,00:00.0,00:00.0,15:06.6,15:06.6,00:00.0,00:00.0,NULL
2188428,LG1PrdApp01-02,LG1,NULL,00:00.0,00:00.0,32:38.3,32:38.3,00:00.0,00:00.0,NULL
2154399,SN4PrdApp26,SN4,00:00.0,00:00.0,00:00.0,41:49.2,41:49.2,05:25.8,05:25.8,00:00.0
2154401,SE1PrdApp02,SE1,NULL,00:00.0,00:00.0,49:18.1,49:18.1,20:00.0,20:00.0,00:00.0
2154402,BM1PrdApp08,BM1,00:00.0,00:00.0,00:00.0,05:36.6,00:00.0,10:41.4,00:00.0,00:00.0
2154424,DZ5PrdApp03-03,DZ5,NULL,00:00.0,00:00.0,49:32.9,49:32.9,00:00.0,00:00.0,00:00.0
2154426,BYAPrdApp09,BYA,NULL,00:00.0,00:00.0,24:04.7,24:04.7,16:41.0,16:41.0,00:00.0
2143095,AM5PrdApp34,AM5,NULL,00:00.0,00:00.0,30:11.9,30:11.9,00:00.0,00:00.0,00:00.0
2143102,SN4PrdApp11,SN4,NULL,00:00.0,00:00.0,01:01.7,01:01.7,00:00.0,00:00.0,00:00.0
2143110,DZ5PrdApp04-04,DZ5,NULL,00:00.0,00:00.0,36:11.0,36:11.0,00:00.0,00:00.0,00:00.0
2143124,MWH01PrdApp02-01,MWH,NULL,00:00.0,00:00.0,53:01.2,53:01.2,00:00.0,00:00.0,00:00.0
2143128,SN4PrdApp11-03,SN4,NULL,00:00.0,00:00.0,35:30.5,35:30.5,00:00.0,00:00.0,00:00.0
2143134,SN4PrdApp13,SN4,NULL,00:00.0,00:00.0,45:30.1,45:30.1,00:00.0,00:00.0,00:00.0
2143141,CH1PrdApp04-02,CH1,NULL,00:00.0,00:00.0,32:40.3,32:40.3,00:00.0,00:00.0,00:00.0
2143144,SG1PrdApp03,SG1,NULL,00:00.0,00:00.0,02:28.4,02:28.4,00:00.0,00:00.0,00:00.0
2153612,AM5PrdApp48,AM5,NULL,00:00.0,00:00.0,09:24.7,09:24.7,00:00.0,00:00.0,00:00.0
2153613,PS1PrdApp01,PS1,NULL,00:00.0,00:00.0,29:52.6,29:52.6,00:00.0,00:00.0,00:00.0
2153620,BY1PrdApp03,BY1,NULL,00:00.0,00:00.0,56:50.8,56:50.8,00:00.0,00:00.0,00:00.0
2153622,BZ6PrdApp03,BZ6,NULL,00:00.0,00:00.0,58:02.5,58:02.5,00:00.0,00:00.0,00:00.0
2153623,CW1PrdApp01,CW1,NULL,00:00.0,00:00.0,54:46.0,54:46.0,00:00.0,00:00.0,00:00.0
2153626,AM5PrdApp37,AM5,NULL,00:00.0,00:00.0,32:36.9,32:36.9,00:00.0,00:00.0,00:00.0
2153649,BL2PrdApp21-02,BL2,00:00.0,00:00.0,00:00.0,43:31.1,43:31.1,NULL,00:00.0,NULL
2153665,MWH01PrdApp02-03,MWH,NULL,00:00.0,00:00.0,45:30.2,45:30.2,00:00.0,00:00.0,00:00.0
2153674,AMS20PrdApp09,AMS,00:00.0,00:00.0,00:00.0,48:52.1,48:52.1,NULL,00:00.0,NULL
2153679,MWH01PrdApp19-01,MWH,00:00.0,00:00.0,00:00.0,41:03.7,00:00.0,54:27.8,00:00.0,00:00.0
2153683,MWH01PrdApp08,MWH,NULL,00:00.0,00:00.0,48:50.4,48:50.4,00:00.0,NULL,NULL
2153687,DZ5PrdApp06,DZ5,NULL,00:00.0,00:00.0,14:17.4,14:17.4,00:00.0,00:00.0,00:00.0
2153703,AMS06PrdApp01-01,AMS,00:00.0,00:00.0,00:00.0,16:01.2,00:00.0,32:28.9,00:00.0,00:00.0
2153731,SY3PrdApp15,SY3,NULL,00:00.0,00:00.0,21:41.5,21:41.5,16:32.8,16:32.8,00:00.0
2153735,BL6PrdApp12-01,BL6,NULL,00:00.0,00:00.0,33:54.6,33:54.6,00:00.0,00:00.0,00:00.0
2153744,DB3PrdApp11,DB3,00:00.0,00:00.0,00:00.0,18:43.3,00:00.0,39:40.6,00:00.0,00:00.0
2153780,MWH01PrdApp13,MWH,00:00.0,00:00.0,00:00.0,03:51.2,03:51.2,42:23.7,42:23.7,00:00.0
2153832,SY3PrdApp16,SY3,NULL,00:00.0,00:00.0,05:44.1,05:44.1,06:10.5,06:10.5,00:00.0
2153839,BLAPrdApp09,BLA,00:00.0,00:00.0,00:00.0,02:07.9,00:00.0,02:58.6,00:00.0,00:00.0
2153861,TY1PrdApp16-03,TY1,00:00.0,00:00.0,00:00.0,14:44.7,14:44.7,51:00.7,51:00.7,00:00.0
2153876,SE1PrdApp03,SE1,00:00.0,00:00.0,00:00.0,53:09.3,00:00.0,18:19.3,00:00.0,00:00.0
2153878,SHA20PrdApp02,SHA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2153880,BL7PrdApp11,BL7,00:00.0,00:00.0,00:00.0,48:08.9,48:08.9,NULL,00:00.0,NULL
2153928,BL7PrdApp06,BL7,00:00.0,00:00.0,00:00.0,43:36.3,43:36.3,NULL,00:00.0,NULL
2153930,SH2PrdApp03-01,SH2,00:00.0,00:00.0,00:00.0,32:05.4,00:00.0,00:00.0,00:00.0,00:00.0
2153931,MM1PrdApp03,MM1,00:00.0,00:00.0,00:00.0,02:22.4,02:22.4,15:15.7,15:15.7,00:00.0
2153932,SY3PrdApp16-02,SY3,00:00.0,00:00.0,00:00.0,38:13.7,38:13.7,51:33.5,51:33.5,00:00.0
2153933,BYAPrdApp28,BYA,00:00.0,00:00.0,00:00.0,24:33.8,24:33.8,NULL,00:00.0,NULL
2207058,MWH02PrdApp04-01,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2207252,MRS20PrdApp03-01,MRS,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2143328,DB6PrdApp13,DB6,NULL,00:00.0,00:00.0,45:39.9,45:39.9,00:00.0,00:00.0,00:00.0
2155090,CW1PrdApp02,CW1,NULL,00:00.0,00:00.0,52:54.1,52:54.1,00:00.0,00:00.0,00:00.0
2155091,LN1PrdApp02,LN1,NULL,00:00.0,00:00.0,19:56.3,19:56.3,00:00.0,00:00.0,00:00.0
2208570,BYAPrdApp23-01,BYA,00:00.0,00:00.0,00:00.0,48:14.6,48:14.6,18:30.1,18:30.1,00:00.0
2208571,DUB07PrdApp01-01,DUB,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208572,OSA20PrdApp02-01,OSA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2208578,CDM05PrdApp02-01,CDM,00:00.0,00:00.0,00:00.0,04:12.5,04:12.5,NULL,04:12.5,NULL
2208579,BLAPrdApp06,BLA,00:00.0,00:00.0,00:00.0,32:28.3,32:28.3,50:16.4,50:16.4,00:00.0
2208580,BM1PrdApp09-01,BM1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291642,OSA20PrdApp03-01,OSA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2252267,BYCPrdApp01-05,BYC,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2144512,BZ6PrdApp12,BZ6,00:00.0,00:00.0,00:00.0,05:45.3,05:45.3,56:33.7,56:33.7,00:00.0
