Code,plan_clustername,ClusterDC1,SC_ETADockdate,Sc_actualdockdate,Deploy_ETARTODate,Deploy_ActualRTODate,Buildout_ETAWaboHandoffDate,Buildout_ActualWaboHandoffDate,Buildout_ETALiveDate,Buildout_ActualLiveDate
2201828,AM4P,AM4,00:00.0,00:00.0,00:00.0,19:36.7,07:28.0,NULL,NULL,00:00.0
2201829,ML1P,ML1,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2201830,SY3P,SY3,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2201831,OS1P,OS1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201832,TY1P,TY1,00:00.0,00:00.0,00:00.0,47:13.4,00:00.0,NULL,00:00.0,NULL
2201833,PN1P,PN1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201834,MA1P,MA1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201836,SN3P,SN3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,NULL,NULL
2201837,LG1N,LG1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201838,FR1N,FR1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201841,PS1P,PS1,00:00.0,00:00.0,00:00.0,45:46.7,07:28.0,NULL,NULL,00:00.0
2201842,SE1P,SE1,00:00.0,00:00.0,00:00.0,48:27.0,07:28.0,NULL,NULL,00:00.0
2201846,CHI02P,CHI,NULL,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL
2201861,MWH01,MWH,00:00.0,00:00.0,00:00.0,36:38.1,00:00.0,NULL,00:00.0,NULL
2201862,MWH01,MWH,00:00.0,00:00.0,00:00.0,55:28.9,00:00.0,NULL,00:00.0,NULL
2201863,MWH01,MWH,00:00.0,00:00.0,00:00.0,26:44.9,00:00.0,NULL,00:00.0,NULL
2201864,MWH01,MWH,00:00.0,00:00.0,00:00.0,33:17.1,00:00.0,NULL,00:00.0,NULL
2201865,MWH01,MWH,00:00.0,00:00.0,00:00.0,04:31.8,00:00.0,NULL,00:00.0,NULL
2201866,MWH01,MWH,00:00.0,00:00.0,00:00.0,00:55.2,00:00.0,NULL,00:00.0,NULL
2201867,MWH01,MWH,00:00.0,00:00.0,00:00.0,13:09.6,00:00.0,NULL,00:00.0,NULL
2201868,MWH01,MWH,00:00.0,00:00.0,00:00.0,11:05.3,00:00.0,NULL,00:00.0,NULL
2201871,MWH01,MWH,00:00.0,00:00.0,00:00.0,39:49.0,00:00.0,NULL,00:00.0,NULL
2201872,MWH01,MWH,00:00.0,00:00.0,00:00.0,09:26.2,00:00.0,NULL,00:00.0,NULL
2201873,MWH01,MWH,00:00.0,00:00.0,00:00.0,18:15.4,00:00.0,NULL,00:00.0,NULL
2201874,MWH01,MWH,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201875,MWH01,MWH,00:00.0,00:00.0,00:00.0,27:03.8,00:00.0,NULL,00:00.0,NULL
2201876,MWH01,MWH,00:00.0,00:00.0,00:00.0,46:03.1,00:00.0,NULL,00:00.0,NULL
2201877,MWH01,MWH,00:00.0,00:00.0,00:00.0,21:59.1,00:00.0,NULL,00:00.0,NULL
2201878,MWH01,MWH,00:00.0,00:00.0,00:00.0,26:41.9,00:00.0,NULL,00:00.0,NULL
2201879,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201880,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201881,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201882,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201883,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201884,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201885,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201887,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201888,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201889,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201890,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201891,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201892,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201893,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201894,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201895,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201896,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201897,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201898,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201899,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2201900,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2162320,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2258249,BZ7PrdSDF01,BZ7,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2258257,BZ6PrdSDF02,BZ6,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2151304,YQ1PrdStp02,YQ1,NULL,00:00.0,00:00.0,58:52.9,58:52.9,00:00.0,00:00.0,00:00.0
2151311,ML1PrdStp02,ML1,NULL,00:00.0,00:00.0,47:12.3,47:12.3,00:00.0,00:00.0,00:00.0
2151312,LG1PrdStp02,LG1,NULL,00:00.0,00:00.0,00:33.3,00:33.3,00:00.0,00:00.0,00:00.0
2151331,MWH01PrdStp02,MWH,NULL,00:00.0,00:00.0,53:46.9,53:46.9,00:00.0,00:00.0,00:00.0
2151356,SY3PrdStp08,SY3,00:00.0,00:00.0,00:00.0,27:48.8,27:48.8,33:17.4,33:17.4,00:00.0
2151376,DZ5PrdStp02,DZ5,NULL,00:00.0,00:00.0,43:31.3,43:31.3,00:00.0,00:00.0,00:00.0
2151379,SG2PrdStp04,SG2,NULL,00:00.0,00:00.0,21:26.1,21:26.1,00:00.0,00:00.0,00:00.0
2151436,SE1PrdStp01,SE1,NULL,00:00.0,00:00.0,25:46.9,25:46.9,00:00.0,00:00.0,00:00.0
2151438,SN5AzFStp01,SN5,NULL,00:00.0,00:00.0,16:18.5,16:18.5,00:00.0,00:00.0,00:00.0
2151440,CHAPrdStp02,CHA,NULL,00:00.0,00:00.0,18:11.7,18:11.7,00:00.0,00:00.0,00:00.0
2162403,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2162495,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2307261,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307280,AMS20PrdStr06,AMS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307305,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307333,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307342,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307386,BLAPrdGPC02,BLA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307397,AMS06PrdGPM01,AMS,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307417,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307424,SN6PrdGPC02,SN6,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2137594,CH1PrdDDC10,CH1,NULL,00:00.0,00:00.0,22:50.1,22:50.1,40:00.0,40:00.0,02:41.0
2151498,YT1PrdDDC02,YT1,NULL,00:00.0,00:00.0,10:28.7,10:28.7,00:00.0,00:00.0,20:45.0
2151581,SY3PrdStp04,SY3,NULL,00:00.0,00:00.0,39:36.8,39:36.8,00:00.0,00:00.0,00:00.0
2151585,SY3PrdStp03,SY3,NULL,00:00.0,00:00.0,46:37.5,46:37.5,00:00.0,00:00.0,00:00.0
2162660,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2162743,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2321454,BLAPrdGPM04,BLA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2321475,BLAPrdGPZ06,BLA,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2321593,CO2PrdStp02,CO2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2162835,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2336070,MWH02PrdStr05,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2337061,CBN01P,CBN,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2337062,PHX01N,PHX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2337063,SN5N,SN5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2337112,DUB02,DUB,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2337113,PHX01N,PHX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2337114,SN5N,SN5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2137859,AM2 PROD IPv6 Retrofit,AM2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2137979,CO2OneIM01,CO2,NULL,00:00.0,00:00.0,34:59.5,34:59.5,NULL,34:59.5,NULL
2137980,CO2OneIM02,CO2,NULL,00:00.0,00:00.0,44:37.6,44:37.6,NULL,44:37.6,NULL
2184193,DB6PrdGPC04,DB6,00:00.0,00:00.0,00:00.0,32:44.6,32:44.6,45:14.7,45:14.7,00:00.0
2151664,BJBPrdStr03,BJB,NULL,00:00.0,00:00.0,18:21.0,18:21.0,00:00.0,00:00.0,00:00.0
2151679,SG2PrdStr07,SG2,00:00.0,00:00.0,00:00.0,10:48.3,10:48.3,03:14.7,03:14.7,00:00.0
2151726,BN6PrdStr05,BN6,NULL,00:00.0,00:00.0,01:36.5,01:36.5,00:00.0,00:00.0,00:00.0
2151761,BZ6PrdStr03,BZ6,NULL,00:00.0,00:00.0,35:03.1,35:03.1,00:00.0,00:00.0,00:00.0
2287741,BLAPrdStp07,BLA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307464,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307529,BLAPrdGPC08,BLA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307532,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307554,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307574,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307579,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307617,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2163000,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2163083,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2138140,AM4PrdStp01,AM4,NULL,00:00.0,00:00.0,29:47.8,29:47.8,16:00.0,16:00.0,00:00.0
2163175,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2184388,CHAPrdDDC01,CHA,NULL,00:00.0,00:00.0,58:21.3,58:21.3,23:28.8,23:28.8,00:00.0
2298878,MWH01,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298879,MWH01,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298880,MWH01,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298881,MWH01,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298882,MWH01,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298883,MWH01,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298884,MWH01,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298885,CY4,CY4,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298886,CY4,CY4,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298887,CY4,CY4,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298888,CY4,CY4,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298889,CY4,CY4,00:00.0,00:00.0,00:00.0,42:04.4,00:00.0,NULL,00:00.0,NULL
2298890,CY4,CY4,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298891,CY4,CY4,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298896,BLAPrdGPM02,BLA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298897,MWH02PrdGPM01,MWH,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298898,BLAPrdGPM03,BLA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298907,PAR02P,PAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2298911,CHI02P,CHI,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298912,CBN01P,CBN,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298914,FR1N,FR1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298915,DM3N,DM3,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298918,LG1N,LG1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298919,MA1P,MA1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298920,PS1P,PS1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298921,PN1P,PN1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298922,DM3N,DM3,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298924,BN1N,BN1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298925,BN3N,BN3,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298926,SN5N,SN5,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2298927,BM1P,BM1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2163340,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2163423,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2138446,SN4PrdGPZ01,SN4,NULL,00:00.0,00:00.0,20:18.7,20:18.7,00:00.0,NULL,00:00.0
2138447,SN4PrdGPC01,SN4,NULL,00:00.0,00:00.0,02:29.5,02:29.5,00:00.0,NULL,00:00.0
2151831,DB6PrdStr05,DB6,NULL,00:00.0,00:00.0,29:34.6,29:34.6,00:00.0,00:00.0,00:00.0
2151832,AM5PrdStr07,AM5,NULL,00:00.0,00:00.0,51:24.4,51:24.4,00:00.0,00:00.0,00:00.0
2151837,DM5PrdStr05,DM5,NULL,00:00.0,00:00.0,45:12.0,45:12.0,00:00.0,00:00.0,00:00.0
2151874,SG2PrdStr04,SG2,NULL,00:00.0,00:00.0,02:06.5,02:06.5,00:00.0,00:00.0,00:00.0
2151911,OSA20PrdStr01,OSA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2151918,SG2PrdStr02,SG2,NULL,00:00.0,00:00.0,23:28.2,23:28.2,00:00.0,00:00.0,00:00.0
2151974,TY1PrdStr04,TY1,00:00.0,00:00.0,00:00.0,49:34.3,49:34.3,37:58.4,37:58.4,00:00.0
2151988,DZ5PrdStt01,DZ5,00:00.0,00:00.0,00:00.0,51:04.8,51:04.8,29:59.9,29:59.9,NULL
2151989,LG1PrdDDC02,LG1,NULL,00:00.0,00:00.0,12:18.7,12:18.7,00:00.0,00:00.0,00:00.0
2184582,CHAPrdGPZ01,CHA,NULL,00:00.0,00:00.0,57:52.5,57:52.5,13:56.3,13:56.3,00:00.0
2184583,SN2PrdGPZ01,SN2,NULL,00:00.0,00:00.0,47:30.7,47:30.7,59:00.1,59:00.1,00:00.0
2307666,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307688,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307689,AMS06PrdGPM02,AMS,00:00.0,00:00.0,00:00.0,06:38.4,06:38.4,NULL,06:38.4,NULL
2307692,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307759,BLAPrdGPM01,BLA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307784,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2307801,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2260000,MWH01PrdGPM01,MWH,00:00.0,00:00.0,00:00.0,46:01.2,52:57.0,41:12.7,00:00.0,00:00.0
2260001,MWH01PrdGPC05,MWH,00:00.0,00:00.0,00:00.0,07:52.8,07:52.8,25:02.9,25:02.9,NULL
2163515,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2298947,MA1P,MA1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2298950,PS1P,PS1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299095,DUB20PrdStr02,DUB,00:00.0,00:00.0,00:00.0,36:10.4,36:10.4,NULL,36:10.4,NULL
2299096,DB6PrdStr13,DB6,00:00.0,00:00.0,00:00.0,54:18.0,54:18.0,NULL,54:18.0,NULL
2299097,AMS20PrdStr04,AMS,00:00.0,00:00.0,00:00.0,28:41.1,28:41.1,NULL,28:41.1,NULL
2299098,DZ6PrdStr01,DZ6,00:00.0,00:00.0,00:00.0,47:44.5,47:44.5,NULL,47:44.5,NULL
2299099,DZ5PrdStr16,DZ5,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2299100,SIN20PrdStr01,SIN,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2299101,BZ6PrdStr20,BZ6,00:00.0,00:00.0,00:00.0,25:49.3,25:49.3,NULL,25:49.3,NULL
2299102,CBN07PrdStr01,CBN,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2299103,BZ7PrdStr04,BZ7,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2299104,CBN01P,CBN,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299107,CBN01P,CBN,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299108,AMS02P,AMS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299109,DUB02P,DUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299110,HK2P,HK2,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299111,SG2P,SG2,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299113,MA1P,MA1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299114,BM1P,BM1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299115,TY1P,TY1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299121,PS1P,PS1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2163680,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2163763,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2184837,MWH01PrdStr06,MWH,NULL,00:00.0,00:00.0,27:21.3,27:21.3,00:00.0,00:00.0,00:00.0
2184841,BN1AzFStr03,BN1,NULL,00:00.0,00:00.0,07:53.1,07:53.1,00:00.0,00:00.0,00:00.0
2163855,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2164020,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2321629,SHA20PrdStp02,SHA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2321640,PN1PrdGPZ01,PN1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2321689,SN6PrdStp02,SN6,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2321715,SYD23PrdStr03,SYD,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2185034,HK2PrdStr08,HK2,00:00.0,00:00.0,00:00.0,35:24.1,00:00.0,08:59.9,00:00.0,00:00.0
2164103,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2164195,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2185168,ML1PrdStr04,ML1,NULL,00:00.0,00:00.0,24:23.4,24:23.4,00:00.0,00:00.0,00:00.0
2164360,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2185357,BLAPrdStr04,BLA,NULL,00:00.0,NULL,55:42.8,00:00.0,NULL,00:00.0,NULL
2185382,CY4PrdStr06,CY4,NULL,00:00.0,00:00.0,53:22.4,53:22.4,00:00.0,00:00.0,00:00.0
2185391,AM5PrdStr13,AM5,NULL,00:00.0,00:00.0,39:20.2,39:20.2,14:35.7,14:35.7,00:00.0
2164443,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2164535,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2307820,DUB07PrdStr03,DUB,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2337410,LN1PrdStr07,LN1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2164700,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2185467,BL5PrdStr12,BL5,00:00.0,00:00.0,00:00.0,46:08.5,46:08.5,33:18.7,33:18.7,00:00.0
2185468,DZ5PrdStr11,DZ5,00:00.0,00:00.0,00:00.0,12:25.1,12:25.1,27:57.8,27:57.8,00:00.0
2185469,BZ6PrdStr11,BZ6,00:00.0,00:00.0,00:00.0,38:44.5,38:44.5,10:35.6,10:35.6,00:00.0
2185470,BYAPrdStr02,BYA,NULL,00:00.0,00:00.0,30:27.7,30:27.7,00:00.0,00:00.0,00:00.0
2185471,DB6PrdStr10,DB6,NULL,00:00.0,00:00.0,32:33.7,32:33.7,16:10.5,16:10.5,00:00.0
2185472,BN6PrdStr13,BN6,NULL,00:00.0,00:00.0,15:21.6,15:21.6,00:00.0,00:00.0,00:00.0
2185473,AM5PrdStr14,AM5,00:00.0,00:00.0,00:00.0,47:21.5,47:21.5,25:42.6,25:42.6,00:00.0
2185474,DZ5PrdStr10,DZ5,NULL,00:00.0,00:00.0,37:08.0,37:08.0,53:22.0,53:22.0,00:00.0
2185475,CHAPrdStr01,CHA,NULL,00:00.0,00:00.0,11:07.1,11:07.1,00:00.0,00:00.0,00:00.0
2185476,AMS20PrdStr01,AMS,00:00.0,00:00.0,00:00.0,13:09.5,13:09.5,26:02.0,26:02.0,00:00.0
2185478,SE1PrdStr01,SE1,NULL,00:00.0,00:00.0,57:01.7,57:01.7,00:00.0,00:00.0,00:00.0
2185479,PS1PrdStr02,PS1,NULL,00:00.0,00:00.0,20:14.5,20:14.5,00:00.0,00:00.0,00:00.0
2185494,SN4PrdHPC01,SN4,NULL,00:00.0,00:00.0,16:43.8,16:43.8,00:00.0,00:00.0,00:00.0
2164784,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2164876,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2165041,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2165125,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2139332,TY1PrdDDC04,TY1,NULL,00:00.0,00:00.0,11:44.6,11:44.6,00:00.0,00:00.0,00:00.0
2299527,BN1.F01CO3.AF317:AJ307:AO355:AX307:BC355:BK355,BN1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299542,CH1P.S0AC01.AA101,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299543,CH1P.S0AC01.AA102,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299544,CH1P.S0AC01.AA103,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299545,CH1P.S0AC01.AA104,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299546,CH1P.S0AC01.AA105,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299547,CH1P.S0AC01.AA106,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299548,CH1P.S0BC01.BA103,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299549,CH1P.S0BC01.BA104,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299550,CH1P.S0BC01.BA110,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299574,CH1P.S0AC01.AA101,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299575,CH1P.S0AC01.AA101,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299576,CH1P.S0AC01.AA101,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
2299577,CH1P.S0AC01.AA101,CH1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL
